name_it,un_number,name_en,class,classification_code,packing_group,label,trc_transport_category,special_provisions,limited,expected_quantities,packing_instruction,special_packing_provision,mixed_packing_provision,instructions,p_tank_special_provisions,tank_code,ard_special_provisions,vehicle_for_tank_carriage,packages,bulk,loading_unloading_handling,operation,hazard_identification_no
CLORATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3210,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
CLORATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3210,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
PERCLORATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3211,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
PERCLORATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3211,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
IPOCLORITI INORGANICI, N.A.S.,3212,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
BROMATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3213,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
BROMATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3213,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
PERMANGANATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3214,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
PERSOLFATI INORGANICI, N.A.S.,3215,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
PERSOLFATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3216,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
NITRATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3218,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
NITRATI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3218,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
NITRITI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3219,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
NITRITI INORGANICI IN SOLUZIONE ACQUOSA, N.A.S.,3219,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
PENTAFLUOROETANO (GAS REFRIGERANTE R 125),3220,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO B,3221,,4.1,SR1,,4.1+1,1 (B),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO B,3222,,4.1,SR1,,4.1+1,1 (B),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO C,3223,,4.1,SR1,,4.1,1 (D),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO C,3224,,4.1,SR1,,4.1,1 (D),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO D,3225,,4.1,SR1,,4.1,2 (D),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO D,3226,,4.1,SR1,,4.1,2 (D),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO E,3227,,4.1,SR1,,4.1,2 (D),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO E,3228,,4.1,SR1,,4.1,2 (D),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO F,3229,,4.1,SR1,,4.1,2 (D),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO F,3230,,4.1,SR1,,4.1,2 (D),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO B, CON CONTROLLO DI TEMPERATURA,3231,,4.1,SR2,,4.1+1,1 (B),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO B, CON CONTROLLO DI TEMPERATURA,3232,,4.1,SR2,,4.1+1,1 (B),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO C, CON CONTROLLO DI TEMPERATURA,3233,,4.1,SR2,,4.1,1 (D),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO C, CON CONTROLLO DI TEMPERATURA,3234,,4.1,SR2,,4.1,1 (D),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO D, CON CONTROLLO DI TEMPERATURA,3235,,4.1,SR2,,4.1,1 (D),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO D, CON CONTROLLO DI TEMPERATURA,3236,,4.1,SR2,,4.1,1 (D),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO E, CON CONTROLLO DI TEMPERATURA,3237,,4.1,SR2,,4.1,1 (D),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO E, CON CONTROLLO DI TEMPERATURA,3238,,4.1,SR2,,4.1,1 (D),,,,,,,,,,,,,,,,
LIQUIDO AUTOREATTIVO DI TIPO F, CON CONTROLLO DI TEMPERATURA,3239,,4.1,SR2,,4.1,1 (D),,,,,,,,,,,,,,,,
SOLIDO AUTOREATTIVO DI TIPO F, CON CONTROLLO DI TEMPERATURA,3240,,4.1,SR2,,4.1,1 (D),,,,,,,,,,,,,,,,
2-BROMO-2-NITROPROPAN-1,3-DIOLO,3241,,4.1,SR1,III,4.1,3 (D),,,,,,,,,,,,,,,,
AZODICARBONAMMIDE,3242,,4.1,SR1,II,4.1,2 (D),,,,,,,,,,,,,,,,
SOLIDI CONTENENTI LIQUIDO TOSSICO, N.A.S.,3243,,6.1,T9,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
SOLIDI CONTENENTI LIQUIDO CORROSIVO, N.A.S.,3244,,8,C10,II,8,2 (E),,,,,,,,,,,,,,,,
MICROORGANISMI GENETICAMENTE MODIFICATI o ORGANISMI GENETICAMENTE MODIFI- CATI, in azoto liquido refrigerato,3245,,9,M8,,9+2.2,2 (E),,,,,,,,,,,,,,,,
MICROORGANISMI GENETICAMENTE MODIFICATI o ORGANISMI GENETICAMENTE MO- DIFICATI,3245,,9,M8,,9,2 (E),,,,,,,,,,,,,,,,
CLORURO DI METANSULFONILE,3246,,6.1,TC1,I,6.1+8,1 (C/D),,,,,,,,,,,,,,,,
PERBORATO DI SODIO ANIDRO,3247,,5.1,O2,II,5.1,2 (E),,,,,,,,,,,,,,,,
MEDICINALE LIQUIDO, INFIAMMABILE,TOSSICO, N.A.S.,3248,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
MEDICINALE LIQUIDO, INFIAMMABILE,TOSSICO, N.A.S.,3248,,3,FT1,III,3+6.1,3 (D/E),,,,,,,,,,,,,,,,
MEDICINALE SOLIDO,TOSSICO, N.A.S.,3249,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
MEDICINALE SOLIDO,TOSSICO, N.A.S.,3249,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
ACIDO CLOROACETICO FUSO,3250,,6.1,TC1,II,6.1+8,0 (D/E),,,,,,,,,,,,,,,,
5-MONONITRATO D'ISOSORBIDE,3251,,4.1,SR1,III,4.1,3 (D),,,,,,,,,,,,,,,,
DIFLUOROMETANO (GAS REFRIGERANTE R 32),3252,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
TRIOSSISILICATO DI DISODIO,3253,,8,C6,III,8,3 (E),,,,,,,,,,,,,,,,
TRIBUTILFOSFANI,3254,,4.2,S1,I,4.2,0 (B/E),,,,,,,,,,,,,,,,
IPOCLORITO DI ter-BUTILE,3255,,4.2,SC1,CARRIAGE PROHIBITED,,,,,,,,,,,,,,,,,,
LIQUIDO TRASPORTATO A CALDO, INFIAMMABILE, N.A.S., avente un punto d’inﬁammabili- tà superiore a 60°C, ad una temperatura uguale o superiore al suo punto d’inﬁammabilità e inferiore a 100°C,3256,,3,F2,III,3,3 (D/E),,,,,,,,,,,,,,,,
LIQUIDO TRASPORTATO A CALDO, INFIAMMABILE, N.A.S., avente un punto d'inﬁamma- bilità superiore a 60° C, pari o superiore al suo punto di inﬁammabilità e pari o superiore a 100° C,3256,,3,F2,III,3,3 (D/E),,,,,,,,,,,,,,,,
LIQUIDO AD ELEVATA TEMPERATURA, N.A.S., a 100 °C o superiore e inferiore al proprio punto di inﬁammabilità (inclusi metalli fusi, sali fusi, ecc.), riempiti ad una temperatura superiore a 190 °C,3257,,9,M9,III,9,3 (D),,,,,,,,,,,,,,,,
LIQUIDO AD ELEVATA TEMPERATURA, N.A.S., a 100 °C e inferiore al proprio punto di in- ﬁammabilità (inclusi metalli fusi, sali fusi, ecc.), riempiti ad una temperatura pari o inferiore a 190 °C,3257,,9,M9,III,9,3 (D),,,,,,,,,,,,,,,,
SOLIDO TRASPORTATO A CALDO, N.A.S. ad una temperatura uguale o superiore a 240°C,3258,,9,M10,III,9,3 (D),,,,,,,,,,,,,,,,
AMMINE SOLIDE CORROSIVE, N.A.S. o POLIAMMINE SOLIDE CORROSIVE, N.A.S.,3259,,8,C8,I,8,1 (E),,,,,,,,,,,,,,,,
AMMINE SOLIDE CORROSIVE, N.A.S. o POLIAMMINE SOLIDE CORROSIVE, N.A.S.,3259,,8,C8,II,8,2 (E),,,,,,,,,,,,,,,,
AMMINE SOLIDE CORROSIVE, N.A.S. o POLIAMMINE SOLIDE CORROSIVE, N.A.S.,3259,,8,C8,III,8,3 (E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO CORROSIVO,ACIDO, N.A.S.,3260,,8,C2,I,8,1 (E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO CORROSIVO,ACIDO, N.A.S.,3260,,8,C2,II,8,2 (E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO CORROSIVO,ACIDO, N.A.S.,3260,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
SOLIDO ORGANICO CORROSIVO,ACIDO, N.A.S.,3261,,8,C4,I,8,1 (E),,,,,,,,,,,,,,,,
SOLIDO ORGANICO CORROSIVO,ACIDO, N.A.S.,3261,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
SOLIDO ORGANICO CORROSIVO,ACIDO, N.A.S.,3261,,8,C4,III,8,3 (E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO CORROSIVO, BASICO, N.A.S.,3262,,8,C6,I,8,1 (E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO CORROSIVO, BASICO, N.A.S.,3262,,8,C6,II,8,2 (E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO CORROSIVO, BASICO, N.A.S.,3262,,8,C6,III,8,3 (E),,,,,,,,,,,,,,,,
SOLIDO ORGANICO CORROSIVO, BASICO, N.A.S.,3263,,8,C8,I,8,1 (E),,,,,,,,,,,,,,,,
SOLIDO ORGANICO CORROSIVO, BASICO, N.A.S.,3263,,8,C8,II,8,2 (E),,,,,,,,,,,,,,,,
SOLIDO ORGANICO CORROSIVO, BASICO, N.A.S.,3263,,8,C8,III,8,3 (E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO CORROSIVO,ACIDO, N.A.S.,3264,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO CORROSIVO,ACIDO, N.A.S.,3264,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO CORROSIVO,ACIDO, N.A.S.,3264,,8,C1,III,8,3 (E),,,,,,,,,,,,,,,,
LIQUIDO ORGANICO CORROSIVO,ACIDO, N.A.S.,3265,,8,C3,I,8,1 (E),,,,,,,,,,,,,,,,
LIQUIDO ORGANICO CORROSIVO,ACIDO, N.A.S.,3265,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
LIQUIDO ORGANICO CORROSIVO,ACIDO, N.A.S.,3265,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO CORROSIVO, BASICO, N.A.S.,3266,,8,C5,I,8,1 (E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO CORROSIVO, BASICO, N.A.S.,3266,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO CORROSIVO, BASICO, N.A.S.,3266,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
LIQUIDO ORGANICO CORROSIVO, BASICO, N.A.S.,3267,,8,C7,I,8,1 (E),,,,,,,,,,,,,,,,
LIQUIDO ORGANICO CORROSIVO, BASICO, N.A.S.,3267,,8,C7,II,8,2 (E),,,,,,,,,,,,,,,,
LIQUIDO ORGANICO CORROSIVO, BASICO, N.A.S.,3267,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
DISPOSITIVI DI SICUREZZA, azionati elettricamente,3268,,9,M5,,9,4 (E),,,,,,,,,,,,,,,,
KIT DI RESINA POLIESTERE, materiale a base liquida,3269,,3,F3,II,3,2 (E),,,,,,,,,,,,,,,,
KIT DI RESINA POLIESTERE, materiale a base liquida,3269,,3,F3,III,3,3 (E),,,,,,,,,,,,,,,,
MEMBRANE FILTRANTI IN NITROCELLULOSA,3270,,4.1,F1,II,4.1,2 (E),,,,,,,,,,,,,,,,
ETERI, N.A.S.,3271,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ETERI, N.A.S.,3271,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ESTERI, N.A.S.,3272,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ESTERI, N.A.S.,3272,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
NITRILI INFIAMMABILI,TOSSICI, N.A.S.,3273,,3,FT1,I,3+6.1,1 (C/E),,,,,,,,,,,,,,,,
NITRILI INFIAMMABILI,TOSSICI, N.A.S.,3273,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
ALCOLATI IN SOLUZIONE alcolica, N.A.S.,3274,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
NITRILI TOSSICI INFIAMMABILI, N.A.S.,3275,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
NITRILI TOSSICI INFIAMMABILI, N.A.S.,3275,,6.1,TF1,II,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
NITRILI, LIQUIDI,TOSSICI, N.A.S.,3276,,6.1,T1,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
NITRILI, LIQUIDI,TOSSICI, N.A.S.,3276,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
NITRILI, LIQUIDI,TOSSICI, N.A.S.,3276,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLOROFORMIATI TOSSICI, CORROSIVI, N.A.S.,3277,,6.1,TC1,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO ORGANOFOSFORATO, LIQUIDO,TOSSICO, N.A.S.,3278,,6.1,T1,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO ORGANOFOSFORATO, LIQUIDO,TOSSICO, N.A.S.,3278,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO ORGANOFOSFORATO, LIQUIDO,TOSSICO, N.A.S.,3278,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
COMPOSTO ORGANOFOSFORATO TOSSICO, INFIAMMABILE, N.A.S.,3279,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
COMPOSTO ORGANOFOSFORATO TOSSICO, INFIAMMABILE, N.A.S.,3279,,6.1,TF1,II,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO ORGANICO DELL'ARSENICO, LIQUIDO, N.A.S.,3280,,6.1,T3,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO ORGANICO DELL'ARSENICO, LIQUIDO, N.A.S.,3280,,6.1,T3,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO ORGANICO DELL'ARSENICO, LIQUIDO, N.A.S.,3280,,6.1,T3,III,6.1,2 (E),,,,,,,,,,,,,,,,
METALLO-CARBONILI, LIQUIDI, N.A.S.,3281,,6.1,T3,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
METALLO-CARBONILI, LIQUIDI, N.A.S.,3281,,6.1,T3,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
METALLO-CARBONILI, LIQUIDI, N.A.S.,3281,,6.1,T3,III,6.1,2 (E),,,,,,,,,,,,,,,,
COMPOSTO ORGANOMETALLICO, LIQUIDO,TOSSICO, N.A.S.,3282,,6.1,T3,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO ORGANOMETALLICO, LIQUIDO,TOSSICO, N.A.S.,3282,,6.1,T3,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO ORGANOMETALLICO, LIQUIDO,TOSSICO, N.A.S.,3282,,6.1,T3,III,6.1,2 (E),,,,,,,,,,,,,,,,
COMPOSTO DEL SELENIO, SOLIDO, N.A.S.,3283,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO DEL SELENIO, SOLIDO, N.A.S.,3283,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO DEL SELENIO, SOLIDO, N.A.S.,3283,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
COMPOSTO DEL TELLURIO, N.A.S.,3284,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO DEL TELLURIO, N.A.S.,3284,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO DEL TELLURIO, N.A.S.,3284,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
COMPOSTO DEL VANADIO, N.A.S.,3285,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
COMPOSTO DEL VANADIO, N.A.S.,3285,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
COMPOSTO DEL VANADIO, N.A.S.,3285,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
LIQUIDO INFIAMMABILE,TOSSICO, CORROSIVO, N.A.S.,3286,,3,FTC,I,3+6.1+8,1 (C/E),,,,,,,,,,,,,,,,
LIQUIDO INFIAMMABILE,TOSSICO, CORROSIVO, N.A.S.,3286,,3,FTC,II,3+6.1+8,2 (D/E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO TOSSICO, N.A.S.,3287,,6.1,T4,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO TOSSICO, N.A.S.,3287,,6.1,T4,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO TOSSICO, N.A.S.,3287,,6.1,T4,III,6.1,2 (E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO TOSSICO, N.A.S.,3288,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO TOSSICO, N.A.S.,3288,,6.1,T5,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO TOSSICO, N.A.S.,3288,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO TOSSICO, CORROSIVO, N.A.S.,3289,,6.1,TC3,I,6.1+8,1 (C/E),,,,,,,,,,,,,,,,
LIQUIDO INORGANICO TOSSICO, CORROSIVO, N.A.S.,3289,,6.1,TC3,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO TOSSICO, CORROSIVO, N.A.S.,3290,,6.1,TC4,I,6.1+8,1 (C/E),,,,,,,,,,,,,,,,
SOLIDO INORGANICO TOSSICO, CORROSIVO, N.A.S.,3290,,6.1,TC4,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
RIFIUTI OSPEDALIERI, NON SPECIFICATI, N.A.S. o RIFIUTI (BIO)MEDICALI, N.A.S. o RIFIUTI MEDICALI REGOLAMENTATI, N.A.S., in azoto liquido refrigerato,3291,,6.2,I3,,6.2+2.2,2 (-),,,,,,,,,,,,,,,,
RIFIUTI OSPEDALIERI, NON SPECIFICATI, N.A.S. o RIFIUTI (BIO)MEDICALI, N.A.S. o RIFIUTI MEDICALI REGOLAMENTATI, N.A.S.,3291,,6.2,I3,,6.2,2 (-),,,,,,,,,,,,,,,,
ACCUMULATORI AL SODIO o ELEMENTI DI ACCUMULATORI AL SODIO,3292,,4.3,W3,,4.3,2 (E),,,,,,,,,,,,,,,,
IDRAZINA IN SOLUZIONE ACQUOSA con al massimo il 37% (massa) di idrazina,3293,,6.1,T4,III,6.1,2 (E),,,,,,,,,,,,,,,,
CIANURO DI IDROGENO IN SOLUZIONE ALCOLICA contenente al massimo il 45 % di cianuro di idrogeno,3294,,6.1,TF1,I,6.1+3,0 (C/D),,,,,,,,,,,,,,,,
IDROCARBURI LIQUIDI, N.A.S.,3295,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
IDROCARBURI LIQUIDI, N.A.S. (pressione di vapore a 50°C superiore a 110 kPa),3295,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
IDROCARBURI LIQUIDI, N.A.S. (pressione di vapore a 50°C inferiore o uguale a 110 kPa),3295,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
IDROCARBURI LIQUIDI, N.A.S.,3295,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
EPTAFLUOROPROPANO (GAS REFRIGERANTE R 227),3296,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
OSSIDO DI ETILENE E CLOROTETRAFLUOROETANO IN MISCELA contenente al massimo 8,8% di ossido di etilene,3297,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
OSSIDO DI ETILENE E PENTAFLUOROETANO IN MISCELA contenente al massimo 7,9% di ossido di etilene,3298,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
OSSIDO DI ETILENE E TETRAFLUOROETANO IN MISCELA contenente al massimo 5,6% di ossido di etilene,3299,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
OSSIDO DI ETILENE E DIOSSIDO DI CARBONIO IN MISCELA contenente più del 87% di ossido di etilene,3300,,2,2TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
LIQUIDO CORROSIVO AUTORISCALDANTE, N.A.S.,3301,,8,CS1,I,8+4.2,1 (E),,,,,,,,,,,,,,,,
LIQUIDO CORROSIVO AUTORISCALDANTE, N.A.S.,3301,,8,CS1,II,8+4.2,2 (E),,,,,,,,,,,,,,,,
ACRILATO DI 2-DIMETILAMMINOETILE, STABILIZZATO,3302,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
GAS COMPRESSO TOSSICO, COMBURENTE, N.A.S.,3303,,2,1TO,,2.3+5.1,1 (C/D),,,,,,,,,,,,,,,,
GAS COMPRESSO TOSSICO, CORROSIVO, N.A.S.,3304,,2,1TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
GAS COMPRESSO TOSSICO INFIAMMABILE, CORROSIVO, N.A.S.,3305,,2,1TFC,,2.3+2.1+8,1 (B/D),,,,,,,,,,,,,,,,
GAS COMPRESSO TOSSICO, COMBURENTE, CORROSIVO, N.A.S.,3306,,2,1TOC,,2.3+5.1+8,1 (C/D),,,,,,,,,,,,,,,,
GAS LIQUEFATTO TOSSICO, COMBURENTE, N.A.S.,3307,,2,2TO,,2.3+5.1,1 (C/D),,,,,,,,,,,,,,,,
GAS LIQUEFATTO TOSSICO, CORROSIVO, N.A.S.,3308,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
GAS LIQUEFATTO TOSSICO, INFIAMMABILE, CORROSIVO, N.A.S.,3309,,2,2TFC,,2.3+2.1+8,1 (B/D),,,,,,,,,,,,,,,,
GAS LIQUEFATTO TOSSICO, COMBURENTE, CORROSIVO, N.A.S.,3310,,2,2TOC,,2.3+5.1+8,1 (C/D),,,,,,,,,,,,,,,,
GAS LIQUIDO REFRIGERATO, COMBURENTE, N.A.S.,3311,,2,3O,,2.2+5.1,3 (C/E),,,,,,,,,,,,,,,,
GAS LIQUIDO REFRIGERATO, INFIAMMABILE, N.A.S.,3312,,2,3F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
PIGMENTI ORGANICI AUTORISCALDANTI,3313,,4.2,S2,II,4.2,2 (D/E),,,,,,,,,,,,,,,,
PIGMENTI ORGANICI AUTORISCALDANTI,3313,,4.2,S2,III,4.2,3 (E),,,,,,,,,,,,,,,,
MATERIA PLASTICA PER STAMPAGGIO in pasta, fogli o cordoni estrusi, sviluppanti vapori inﬁammabili,3314,,9,M3,III,,3 (D/E),,,,,,,,,,,,,,,,
CAMPIONE CHIMICO,TOSSICO,3315,,6.1,T8,I,6.1,1 (E),,,,,,,,,,,,,,,,
CONFEZIONI CHIMICHE o CONFEZIONI DI PRONTO SOCCORSO,3316,,9,M11,,9,VedereSP671 (E),,,,,,,,,,,,,,,,
2-AMMINO-4,6-DINITROFENOLO UMIDIFICATO con almeno il 20% in massa di acqua,3317,,4.1,D,I,4.1,1 (B),,,,,,,,,,,,,,,,
AMMONIACA IN SOLUZIONE acquosa, con densità relativa a 15°C in acqua inferiore a 0,88, contenente più del 50% di ammoniaca,3318,,2,4TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
NITROGLICERINA IN MISCELA DESENSIBILIZZATA, SOLIDA, N.A.S. con più del 2% ma al massimo il 10% (massa) di nitroglicerina,3319,,4.1,D,II,4.1,2 (B),,,,,,,,,,,,,,,,
BOROIDRURO DI SODIO E IDROSSIDO DI SODIO IN SOLUZIONE, contenente al massimo 12% (massa) di boroidruro di sodio e al massimo 40% (massa) di idrossido di sodio,3320,,8,C5,II,8,2 (E),,,,,,,,,,,,,,,,
BOROIDRURO DI SODIO E IDROSSIDO DI SODIO IN SOLUZIONE, contenente al massimo 12% (massa) di boroidruro di sodio e al massimo 40% (massa) di idrossido di sodio,3320,,8,C5,III,8,3 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI DI DEBOLE ATTIVITÀ SPECIFICA (LSA-II) non ﬁssili o ﬁssili esenti,3321,,7,,,7X,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI DI DEBOLE ATTIVITÀ SPECIFICA (LSA-III) non ﬁssili o ﬁssili esenti,3322,,7,,,7X,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI, COLLO DI TIPO C, non ﬁssili o ﬁssili esenti,3323,,7,,,7X,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI DI DEBOLE ATTIVITÀ SPECIFICA (LSA-II), FISSILI,3324,,7,,,7X+7E,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI DI DEBOLE ATTIVITÀ SPECIFICA (LSA-III), FISSILI,3325,,7,,,7X+7E,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI, OGGETTI CONTAMINATI SUPERFICIALMENTE (SCO-I o SCO-II), FISSILI,3326,,7,,,7X+7E,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI, COLLO DI TIPO A, FISSILI non in forma speciale,3327,,7,,,7X+7E,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI, COLLO DI TIPO B(U), FISSILI,3328,,7,,,7X+7E,0 (E),,,,,,,,,,,,,,,,
MATERIALI RADIOATTIVI, COLLO DI TIPO B(M), FISSILI,3329,,7,,,7X+7E,0 (E),,,,,,,,,,,,,,,,
